Name,Vuln ID,Published,Modified,Severity,Vuln Type,Vuln Descript,CVE ID
SugarCRM index.php 跨站脚本攻击漏洞,CNNVD-200501-001,2005-01-01,2005-01-02,低危,跨站脚本,SugarCRM是一套基于Web的客户关系管理系统。 SugarCRM 1.X版本中的index.php中存在跨站脚本攻击(XSS)漏洞。 远程攻击者可以利用return_modulereturn_action，namemodule，或record参数注入任意的web脚本或HTML。,CVE-2005-0266
WebCalendar 'send_reminders.php'PHP远程文件包含漏洞,CNNVD-200508-295,2005-01-01,2005-10-20,高危,授权问题,WebCalendar是一款基于Web的日历应用程序。该应用程序具备查看日历、添加提醒、制作时间表等功能。 WebCalendar中存在远程文件包含漏洞，攻击者可以利用这个漏洞在目标系统上执行任意服务器端脚本。起因是没有正确过滤用户输入。,CVE-2005-2717
GFI MailEssential/MailSecurity MicrosftHTML库 拒绝服务漏洞,CNNVD-200501-004,2005-01-03,2007-05-08,低危,其他,GFI MailEssentials for Exchange/SMTP为EMAIL服务程序提供垃圾邮件保护和EMAIL管理功能。 用于第三方产品的某个Microsft HTML库存在bug，可能导致远程攻击者通过特定字符串引发拒绝服务。 该漏洞发现于GFI MailEssential for Exchang9/10及GFI MailSecurity for Exchang8，在上述软件中导致了邮件保留在IIS或Exchange邮件队列中。,CVE-2004-1312
PhotoPost showgallery.php 多个跨站脚本攻击漏洞,CNNVD-200501-005,2005-01-03,2006-09-27,低危,跨站脚本,PhotoPost是一套用于Web网站的图片管理工具。 PhotoPost 4.86之前版本中的showgallery.php存在在多个跨站脚本攻击漏洞。 远程攻击者可以利用cat、si、page及ppuser参数，注入任意的web脚本或HTML。,CVE-2005-0274
FlatNuke 代码注入漏洞,CNNVD-200501-002,2005-01-03,2005-10-20,高危,授权问题,FlatNuke是一套网站管理系统，特点是采用文本文件方式而不是数据库。 FlatNuke 2.5.1版本存在直接代码注入代码漏洞。 远程攻击者可通过在url_avatar字段中注入代码来执行任意的PHP代码。,CVE-2005-0268
ReviewPro 多个 SQL注入漏洞,CNNVD-200501-003,2005-01-03,2006-09-22,高危,SQL注入,ReviewPost PHP Pro是用于Web网站的物品评价工具。 ReviewPost PHP Pro 2.84之前版本存在多个SQL注入漏洞。 远程攻击者可以通过showcat.php的cat参数或addfav.php的product参数，执行任意的SQL指令。,CVE-2005-0271
3Com 3CDaemon多个远程安全漏洞,CNNVD-200505-118,2005-01-04,2005-10-20,低危,授权问题,3CDaemon是一款免费的集成了TFTP、FTP和SYSLOG功能的应用程序。 3CDaemon存在多个安全问题，远程攻击者可以利用这些漏洞进行拒绝服务、格式串及缓冲区溢出等攻击。,CVE-2005-0276
3Com 3CDaemon多个远程安全漏洞,CNNVD-200505-486,2005-01-04,2005-10-20,低危,授权问题,3CDaemon是一款免费的集成了TFTP、FTP和SYSLOG功能的应用程序。 3CDaemon存在多个安全问题，远程攻击者可以利用这些漏洞进行拒绝服务、格式串及缓冲区溢出等攻击。,CVE-2005-0277
3Com 3CDaemon多个远程安全漏洞,CNNVD-200505-206,2005-01-04,2005-10-20,低危,授权问题,3CDaemon是一款免费的集成了TFTP、FTP和SYSLOG功能的应用程序。 3CDaemon存在多个安全问题，远程攻击者可以利用这些漏洞进行拒绝服务、格式串及缓冲区溢出等攻击。,CVE-2005-0278
3Com 3CDaemon多个远程安全漏洞,CNNVD-200505-791,2005-01-04,2005-10-20,低危,授权问题,3CDaemon是一款免费的集成了TFTP、FTP和SYSLOG功能的应用程序。 3CDaemon存在多个安全问题，远程攻击者可以利用这些漏洞进行拒绝服务、格式串及缓冲区溢出等攻击。,CVE-2005-0275
Soldner SecretWars 格式串攻击漏洞,CNNVD-200501-008,2005-01-04,2006-08-23,高危,授权问题,Soldner Secret Wars是一款游戏软件。 Soldner Secret Wars 30830及以前版本中存在格式化字符串漏洞。 远程攻击者可以利用消息中的格式化字符串分类符，造成拒绝服务(服务器崩溃)并可能执行任意代码。,CVE-2005-0280
Bugzilla ErrorMessage 跨站脚本攻击漏洞,CNNVD-200501-007,2005-01-04,2006-06-15,低危,跨站脚本,Bugzilla是一套Web界面的Bug管理系统。 Bugzilla 2.18之前的版本，包括低于2.16.11的2.16.x版本，存在多个跨站点脚本攻击漏洞。 远程攻击者可以借助强制产生出错信息(比如使用action参数)，注入任意的 HTML和web脚本。,CVE-2004-1061
QwikiWiki index.php 目录遍历漏洞,CNNVD-200501-006,2005-01-04,2005-10-20,中危,路径遍历,"QwikiWiki是一套Wiki网站系统。 QwikiWiki的index.php中存在目录遍历漏洞。 远程攻击者可以通过在page参数中的文件名末尾添加""..""和""%00""读取任意文件。",CVE-2005-0283
IBM DB2内容管理器拒绝服务漏洞,CNNVD-200511-198,2005-01-05,2006-01-19,低危,其他,IBM DB2是美国IBM公司的一套关系型数据库管理系统。该系统的执行环境主要有UNIX、Linux、IBM i、z/OS以及Windows服务器版本。 DB2内容管理器在更新文本索引时存在拒绝服务漏洞。用户可以向文本搜索允许的项目类型中导入破坏的EXel文件，这样在NSE试图索引破坏的文件时，db2fmp进程就会陷入循环，导致系统性能降低。,CVE-2005-3569
